0       -1200
100     -1184.38003840369
200     -1169.55076597577
300     -1155.48177668984
400     -1142.14345421897
500     -1129.50696154490
600     -1117.54423056723
700     -1106.22795171268
800 	-1095.53156354428
900 	-1085.42924237058
1000	-1075.89589185491
1100	-1066.90713262456
1200	-1058.43929188000
1300	-1050.46939300412
1400	-1042.97514517142
1500	-1035.93493295726
1600	-1029.32780594705
1700	-1023.13346834548
1800	-1017.33226858573
1900	-1011.90518893870
2000	-1006.83383512222
2100	-1002.10042591026
2200	-997.687782742189
2300	-993.579319331918
2400	-989.759031277185
2500	-986.211485668745
2600	-982.921810699589
2700	-979.875685274164
2800	-977.059328617592
2900	-974.459489884887
3000	-972.063437770171
3100	-969.858950115894
3200	-967.834303522052
3300	-965.978262955402
3400	-964.280071358683
3500	-962.729439259832
3600	-961.316534381203
3700	-960.031971248783
3800	-958.866800801413
3900	-957.812500000000
4000	-956.860961436743
4100	-956.004482944343
4200	-955.235757205226
4300	-954.547861360759
4400	-953.934246620466
4500	-953.388727871250
4600	-952.905473286607
4700	-952.478993935845
4800	-952.104133393304
4900	-951.776057347569
5000	-951.490243210693
5100	-951.242469727412
5200	-951.028806584362
5300	-950.845604019300
5400	-950.689482430318
5500	-950.557321985064
5600	-950.446252229959
5700	-950.353641699413
5800	-950.277087525044
5900	-950.214405044898
6000	-950.163617412663
6100	-950.122945206890
6200	-950.090796040206
6300	-950.065754168541
6400	-950.046570100334
6500	-950.032150205761
6600	-950.021546325947
6700	-950.013945382186
6800	-950.008658985158
6900	-950.005113044146
7000	-950.002837376257
7100	-950.001455315635
7200	-950.000673322686
7300	-950.000270593286
7400	-950.000088668008
7500	-950.000021041334
7600	-950.000002770875
7700	-950.000000086590
7800	-950
