0       -1200
100     -1190.50736273369
200     -1181.25811291492
300     -1172.24908966773
400     -1163.47713211619
500     -1154.93907938435
600     -1146.63177059627
700     -1138.55204487601
800     -1130.69674134763
900     -1123.06269913518
1000	-1115.64675736273
1100	-1108.44575515434
1200	-1101.45653163405
1300	-1094.67592592593
1400	-1088.10077715403
1500	-1081.72792444242
1600	-1075.55420691515
1700	-1069.57646369629
1800	-1063.79153390988
1900	-1058.19625667998
2000	-1052.78747113067
2100	-1047.56201638598
2200	-1042.51673156999
2300	-1037.64845580674
2400	-1032.95402822030
2500	-1028.43028793473
2600	-1024.07407407407
2700	-1019.88222576240
2800	-1015.85158212377
2900	-1011.97898228224
3000	-1008.26126536186
3100	-1004.69527048669
3200	-1001.27783678080
3300	-998.005803368229
3400	-994.876009373051
3500	-991.885293919318
3600	-989.030496131088
3700	-986.308455132420
3800	-983.716010047371
3900	-981.250000000000
4000	-978.907264114365
4100	-976.684641514523
4200	-974.578971324533
4300	-972.587092668454
4400	-970.705844670342
4500	-968.932066454256
4600	-967.262597144254
4700	-965.694275864394
4800	-964.223941738735
4900	-962.848433891333
5000	-961.564591446248
5100	-960.369253527538
5200	-959.259259259259
5300	-958.231447765471
5400	-957.282658170232
5500	-956.409729597599
5600	-955.609501171631
5700	-954.878812016386
5800	-954.214501255921
5900	-953.613408014296
6000	-953.072371415567
6100	-952.588230583793
6200	-952.157824643032
6300	-951.777992717342
6400	-951.445573930781
6500	-951.157407407407
6600	-950.910332271279
6700	-950.701187646454
6800	-950.526812656990
6900	-950.384046426946
7000	-950.269728080379
7100	-950.180696741348
7200	-950.113791533910
7300	-950.065851582124
7400	-950.033716010047
7500	-950.014223941739
7600	-950.004214501256
7700	-950.000526812657
7800	-950
