       0.0   -280.0   -0.0
    1600.0   -245.0   -0.0
    3000.0   -200.0   -0.0
    4000.0   -175.0   -0.0
    5700.0   -160.0   -0.0
    7000.0   -125.0   -0.0
    8000.0   -110.0   -0.0
    9000.0    -85.0   -0.0
   10000.0    -80.0   -0.0
   11000.0    -60.0   -0.0
   12750.0    -50.0   -0.0
   12800.0      0.0   -0.0
